,Regression type,lambda,kFold,Complexity,Value,Metric
0,RIDGE,0.001,5,23.0,-0.0037223028013885907,Bias
0,RIDGE,0.001,5,23.0,0.0017561794724445304,Variance
0,RIDGE,0.001,5,23.0,0.47384345365741615,R2
0,RIDGE,0.001,5,23.0,0.0021820812857478917,MSE_train
0,LASSO,0.001,5,23.0,0.004149256179277995,MSE
0,LASSO,0.001,5,23.0,1.5418697807238757e-09,Bias
0,LASSO,0.001,5,23.0,0.0,Variance
0,LASSO,0.001,5,23.0,-9.38991290574028e-06,R2
0,LASSO,0.001,5,23.0,0.004149256193665589,MSE_train
0,OLS,0.0,5,29.0,0.001386008720288164,MSE
0,OLS,0.0,5,29.0,-0.005558396787707802,Bias
0,OLS,0.0,5,29.0,0.0027951517713174544,Variance
0,OLS,0.0,5,29.0,0.665947110353093,R2
0,OLS,0.0,5,29.0,0.001384952187299715,MSE_train
0,RIDGE,1e-06,5,29.0,0.0021374664290602354,MSE
0,RIDGE,1e-06,5,29.0,-0.0038402201764009382,Bias
0,RIDGE,1e-06,5,29.0,0.001828432314763789,Variance
0,RIDGE,1e-06,5,29.0,0.4848220523604624,R2
0,RIDGE,1e-06,5,29.0,0.0021364340694402196,MSE_train
0,LASSO,1e-06,5,29.0,0.00414925611350974,MSE
0,LASSO,1e-06,5,29.0,1.6644814116427976e-09,Bias
0,LASSO,1e-06,5,29.0,0.0,Variance
0,LASSO,1e-06,5,29.0,-1.0516449751215204e-05,R2
0,LASSO,1e-06,5,29.0,0.004149256191034824,MSE_train
0,RIDGE,1e-05,5,29.0,0.0021373308866685045,MSE
0,RIDGE,1e-05,5,29.0,-0.003840268215194481,Bias
0,RIDGE,1e-05,5,29.0,0.001828346330761253,Variance
0,RIDGE,1e-05,5,29.0,0.48485885284306024,R2
0,RIDGE,1e-05,5,29.0,0.002136445530574138,MSE_train
0,LASSO,1e-05,5,29.0,0.004149256051629772,MSE
0,LASSO,1e-05,5,29.0,3.035452318319295e-09,Bias
0,LASSO,1e-05,5,29.0,0.0,Variance
0,LASSO,1e-05,5,29.0,-1.919348305138661e-05,R2
0,LASSO,1e-05,5,29.0,0.004149256188559593,MSE_train
0,RIDGE,0.0001,5,29.0,0.0021372191894043413,MSE
0,RIDGE,0.0001,5,29.0,-0.003840370011231535,Bias
0,RIDGE,0.0001,5,29.0,0.001828338338638423,Variance
0,RIDGE,0.0001,5,29.0,0.4848909002369118,R2
0,RIDGE,0.0001,5,29.0,0.0021364580674682926,MSE_train
0,LASSO,0.0001,5,29.0,0.004149256154709313,MSE
0,LASSO,0.0001,5,29.0,4.880043336153785e-09,Bias
0,LASSO,0.0001,5,29.0,0.0,Variance
0,LASSO,0.0001,5,29.0,-2.976153334151762e-05,R2
0,LASSO,0.0001,5,29.0,0.00414925619268283,MSE_train
0,RIDGE,0.001,5,29.0,0.002137234770770135,MSE
0,RIDGE,0.001,5,29.0,-0.003840309976185928,Bias
0,RIDGE,0.001,5,29.0,0.0018282902051550566,Variance
0,RIDGE,0.001,5,29.0,0.4849004996274559,R2
0,RIDGE,0.001,5,29.0,0.002136457224259853,MSE_train
0,LASSO,0.001,5,29.0,0.004149256254558224,MSE
0,LASSO,0.001,5,29.0,4.036562046999897e-09,Bias
0,LASSO,0.001,5,29.0,0.0,Variance
0,LASSO,0.001,5,29.0,-2.40072638964343e-05,R2
0,LASSO,0.001,5,29.0,0.004149256196676838,MSE_train
0,OLS,0.0,5,35.0,0.0013494344305789612,MSE
0,OLS,0.0,5,35.0,-0.005651588815357666,Bias
0,OLS,0.0,5,35.0,0.002851768839278083,Variance
0,OLS,0.0,5,35.0,0.6747749698412957,R2
0,OLS,0.0,5,35.0,0.0013477779298800613,MSE_train
0,RIDGE,1e-06,5,35.0,0.002123863748482161,MSE
0,RIDGE,1e-06,5,35.0,-0.003880364406282624,Bias
0,RIDGE,1e-06,5,35.0,0.0018549784535940156,Variance
0,RIDGE,1e-06,5,35.0,0.4881217763792829,R2
0,RIDGE,1e-06,5,35.0,0.002123077070334209,MSE_train
0,RIDGE,1e-05,5,35.0,0.0021238477382727874,MSE
0,RIDGE,1e-05,5,35.0,-0.003880461130707712,Bias
0,RIDGE,1e-05,5,35.0,0.0018550565454942124,Variance
0,RIDGE,1e-05,5,35.0,0.48812693140409186,R2
0,RIDGE,1e-05,5,35.0,0.0021230752050909302,MSE_train
0,RIDGE,0.0001,5,35.0,0.002124033083353941,MSE
0,RIDGE,0.0001,5,35.0,-0.0038803287711821448,Bias
0,RIDGE,0.0001,5,35.0,0.001855107539755082,Variance
0,RIDGE,0.0001,5,35.0,0.4880812859500062,R2
0,RIDGE,0.0001,5,35.0,0.0021230601678816625,MSE_train
0,RIDGE,0.001,5,35.0,0.002123948366807435,MSE
0,RIDGE,0.001,5,35.0,-0.0038803188394780177,Bias
0,RIDGE,0.001,5,35.0,0.00185501397447573,Variance
0,RIDGE,0.001,5,35.0,0.4881013969770992,R2
0,RIDGE,0.001,5,35.0,0.002123070483288938,MSE_train
